dataset_name,algorithm_name,anchor_model_file_name,image_name,varroa_count,window_count,candidate_count,final_detection_count,threshold_column,threshold_value,score_threshold,stride_divisor,stride,cluster_iou_threshold,weighted_box_size_factor,tp_iou_0_1,fp_iou_0_1,fn_iou_0_1,precision_iou_0_1,recall_iou_0_1,f1_iou_0_1,tp_iou_0_3,fp_iou_0_3,fn_iou_0_3,precision_iou_0_3,recall_iou_0_3,f1_iou_0_3
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-25_16-03-38-mp4-bee_id_2165-85470-1_png.rf.1082ebafd3653b836d73a4bea6f30952.jpg,3,841,10,3,score_threshold,1.0,1.0,4,20,0.2,1.0,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-25_16-03-38-mp4-bee_id_2180-86355-1_png.rf.042140338f3331ed9f8bb3e798dfb3e6.jpg,2,841,3,2,score_threshold,1.0,1.0,4,20,0.2,1.0,1,1,1,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-29_15-31-49-mp4-bee_id_75-1995-1_png.rf.1704cf985c7bae92db112ca98ec746ac.jpg,0,841,6,2,score_threshold,1.0,1.0,4,20,0.2,1.0,0,2,0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-08-28_16-32-55_30_sec-mp4-bee_id_6654-165-1_png.rf.7324953024112f73fc22741e368b22da.jpg,1,841,2,2,score_threshold,1.0,1.0,4,20,0.2,1.25,1,1,0,0.5,1.0,0.6666666666666666,1,1,0,0.5,1.0,0.6666666666666666
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-08-28_16-32-55_30_sec-mp4-bee_id_6670-600-1_png.rf.a9cbc47100d9a2a15269259ac7238250.jpg,3,841,15,4,score_threshold,1.0,1.0,4,20,0.2,1.25,3,1,0,0.75,1.0,0.8571428571428571,1,3,2,0.25,0.3333333333333333,0.2857142857142857
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-08-28_16-32-55_30_sec-mp4-bee_id_6672-630-1_png.rf.94ff4fe7dd61ad4966f4d6f0f8b0d24a.jpg,3,841,46,7,score_threshold,1.0,1.0,4,20,0.2,1.25,2,5,1,0.2857142857142857,0.6666666666666666,0.4,2,5,1,0.2857142857142857,0.6666666666666666,0.4
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-08-28_16-32-55_30_sec-mp4-bee_id_6675-645-1_png.rf.ea22e0215e25dd1c26c738e8a6e136dc.jpg,3,841,38,7,score_threshold,1.0,1.0,4,20,0.2,1.25,3,4,0,0.42857142857142855,1.0,0.6,1,6,2,0.14285714285714285,0.3333333333333333,0.2
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-08-28_16-32-55_30_sec-mp4-bee_id_6677-660-1_png.rf.8328da64857bde2af0a8e9ff9cd05939.jpg,3,841,25,6,score_threshold,1.0,1.0,4,20,0.2,1.25,3,3,0,0.5,1.0,0.6666666666666666,2,4,1,0.3333333333333333,0.6666666666666666,0.4444444444444444
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-08-28_16-32-55_30_sec-mp4-bee_id_6686-900-1_png.rf.4ecc0a9fcffae2d5618e5244dec40555.jpg,3,841,35,5,score_threshold,1.0,1.0,4,20,0.2,1.25,3,2,0,0.6,1.0,0.75,3,2,0,0.6,1.0,0.75
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_20-00-17-mp4-bee_id_108-43485-1_png.rf.e6337a16854ebd5ce4c6ea51f139ed2c.jpg,1,841,3,2,score_threshold,1.0,1.0,4,20,0.2,1.25,1,1,0,0.5,1.0,0.6666666666666666,1,1,0,0.5,1.0,0.6666666666666666
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_20-00-17-mp4-bee_id_122-58575-1_png.rf.7aeadcd4a33c4979b70386c3ae7d5e21.jpg,1,841,36,7,score_threshold,1.0,1.0,4,20,0.2,1.25,1,6,0,0.14285714285714285,1.0,0.25,1,6,0,0.14285714285714285,1.0,0.25
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_20-00-17-mp4-bee_id_125-59835-1_png.rf.3876bee8d7f0f0bfad38e5681b7f294f.jpg,1,841,10,4,score_threshold,1.0,1.0,4,20,0.2,1.25,1,3,0,0.25,1.0,0.4,0,4,1,0.0,0.0,0.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_20-00-17-mp4-bee_id_154-67785-1_png.rf.80059ea7763822db8ccbd0daacb34bdf.jpg,0,841,0,0,score_threshold,1.0,1.0,4,20,0.2,1.25,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_20-00-17-mp4-bee_id_180-78165-1_png.rf.bb9daf4c196c1400b53e8aee16b7552b.jpg,1,841,14,4,score_threshold,1.0,1.0,4,20,0.2,1.25,1,3,0,0.25,1.0,0.4,0,4,1,0.0,0.0,0.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_20-00-17-mp4-bee_id_204-91110-1_png.rf.f166ff689f9354784b1999b420415b68.jpg,0,841,6,2,score_threshold,1.0,1.0,4,20,0.2,1.25,0,2,0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_20-00-17-mp4-bee_id_28-6615-1_png.rf.10051c5d1f7be68ce6feff0ded8927ac.jpg,0,841,10,2,score_threshold,1.0,1.0,4,20,0.2,1.25,0,2,0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_20-00-17-mp4-bee_id_42-15675-1_png.rf.d0d31becc86cae50d0a5541e9caa3fa2.jpg,1,841,2,2,score_threshold,1.0,1.0,4,20,0.2,1.25,0,2,1,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_20-00-17-mp4-bee_id_65-22125-1_png.rf.45276f3b9b71fd7ca9bf535b8890181e.jpg,0,841,0,0,score_threshold,1.0,1.0,4,20,0.2,1.25,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_3-01-01-mp4-bee_id_2249-19830-1_png.rf.4d31df82eead31968043806630dc876a.jpg,2,841,9,2,score_threshold,1.0,1.0,4,20,0.2,1.25,2,0,0,1.0,1.0,1.0,2,0,0,1.0,1.0,1.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_3-01-01-mp4-bee_id_2268-44820-1_png.rf.2611af456d1b4e6e5a933978c58ca5e2.jpg,3,841,18,4,score_threshold,1.0,1.0,4,20,0.2,1.25,3,1,0,0.75,1.0,0.8571428571428571,2,2,1,0.5,0.6666666666666666,0.5714285714285714
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_3-01-01-mp4-bee_id_2269-45045-1_png.rf.46f13db40f92ba837ab5de74f5463d16.jpg,2,841,25,4,score_threshold,1.0,1.0,4,20,0.2,1.25,2,2,0,0.5,1.0,0.6666666666666666,2,2,0,0.5,1.0,0.6666666666666666
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_3-01-01-mp4-bee_id_2278-46890-1_png.rf.123912c258d086b705235026c8568789.jpg,1,841,22,3,score_threshold,1.0,1.0,4,20,0.2,1.25,1,2,0,0.3333333333333333,1.0,0.5,1,2,0,0.3333333333333333,1.0,0.5
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_3-01-01-mp4-bee_id_2285-47580-1_png.rf.b43848b5c50ae2defd5fc84d1505b504.jpg,2,841,12,3,score_threshold,1.0,1.0,4,20,0.2,1.25,1,2,1,0.3333333333333333,0.5,0.4,1,2,1,0.3333333333333333,0.5,0.4
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_3-01-01-mp4-bee_id_2289-47955-1_png.rf.b089e4e8f26d0a45acbba6f6b2a4708d.jpg,2,841,20,3,score_threshold,1.0,1.0,4,20,0.2,1.25,2,1,0,0.6666666666666666,1.0,0.8,2,1,0,0.6666666666666666,1.0,0.8
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_3-01-01-mp4-bee_id_2300-48975-1_png.rf.9e2ea482b4ad5928504c4e1a1ec68a24.jpg,2,841,22,3,score_threshold,1.0,1.0,4,20,0.2,1.25,2,1,0,0.6666666666666666,1.0,0.8,2,1,0,0.6666666666666666,1.0,0.8
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_3-01-01-mp4-bee_id_2305-49080-1_png.rf.63566faacc93b01731701e5dc65003f9.jpg,2,841,23,4,score_threshold,1.0,1.0,4,20,0.2,1.25,2,2,0,0.5,1.0,0.6666666666666666,2,2,0,0.5,1.0,0.6666666666666666
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_3-01-01-mp4-bee_id_2315-49635-1_png.rf.2c162d539dd2bf25ab1b255ea0582933.jpg,2,841,27,5,score_threshold,1.0,1.0,4,20,0.2,1.25,2,3,0,0.4,1.0,0.5714285714285714,2,3,0,0.4,1.0,0.5714285714285714
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_3-01-01-mp4-bee_id_2324-50115-1_png.rf.2faa0e434a2c8bda85379d3210304d0c.jpg,2,841,14,3,score_threshold,1.0,1.0,4,20,0.2,1.25,2,1,0,0.6666666666666666,1.0,0.8,2,1,0,0.6666666666666666,1.0,0.8
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_3-01-01-mp4-bee_id_2329-50400-1_png.rf.be1c4ab55ae7ffc9fc94288f7f686f17.jpg,2,841,8,2,score_threshold,1.0,1.0,4,20,0.2,1.25,1,1,1,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_3-01-01-mp4-bee_id_2344-51195-1_png.rf.528fc19c2580c703dbb2ebf2e9d6bd94.jpg,2,841,19,2,score_threshold,1.0,1.0,4,20,0.2,1.25,2,0,0,1.0,1.0,1.0,2,0,0,1.0,1.0,1.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_3-01-01-mp4-bee_id_2347-51840-1_png.rf.c23def492c21516a1c9617c946d90822.jpg,2,841,20,3,score_threshold,1.0,1.0,4,20,0.2,1.25,2,1,0,0.6666666666666666,1.0,0.8,1,2,1,0.3333333333333333,0.5,0.4
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_3-01-01-mp4-bee_id_2361-53460-1_png.rf.522d544c521c64611cc73f76d000a326.jpg,2,841,17,2,score_threshold,1.0,1.0,4,20,0.2,1.25,2,0,0,1.0,1.0,1.0,2,0,0,1.0,1.0,1.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_3-01-01-mp4-bee_id_2366-54285-1_png.rf.b3828ff098487d7d0094af7ff5705937.jpg,2,841,8,2,score_threshold,1.0,1.0,4,20,0.2,1.25,2,0,0,1.0,1.0,1.0,2,0,0,1.0,1.0,1.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_3-01-01-mp4-bee_id_2389-55440-1_png.rf.ac048a9d128c900b49d4067db406aabe.jpg,2,841,16,2,score_threshold,1.0,1.0,4,20,0.2,1.25,2,0,0,1.0,1.0,1.0,2,0,0,1.0,1.0,1.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_3-01-01-mp4-bee_id_2393-55485-1_png.rf.fbcd609e8b9b2a643f3fad3fef44caba.jpg,2,841,12,2,score_threshold,1.0,1.0,4,20,0.2,1.25,2,0,0,1.0,1.0,1.0,2,0,0,1.0,1.0,1.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_3-01-01-mp4-bee_id_2418-58155-1_png.rf.f04704193b1f30a8c1a45a26da64459f.jpg,0,841,0,0,score_threshold,1.0,1.0,4,20,0.2,1.25,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_3-01-01-mp4-bee_id_2480-62685-1_png.rf.92608037f2d21ebae7948a1f8b76de58.jpg,2,841,18,3,score_threshold,1.0,1.0,4,20,0.2,1.25,2,1,0,0.6666666666666666,1.0,0.8,2,1,0,0.6666666666666666,1.0,0.8
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_3-01-01-mp4-bee_id_2490-63030-1_png.rf.9b16e46d56a34786b092bfa21c54abad.jpg,0,841,1,1,score_threshold,1.0,1.0,4,20,0.2,1.25,0,1,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_3-01-01-mp4-bee_id_2502-63390-1_png.rf.ebf5c86fdc27783607312fcc01d04950.jpg,1,841,14,2,score_threshold,1.0,1.0,4,20,0.2,1.25,1,1,0,0.5,1.0,0.6666666666666666,1,1,0,0.5,1.0,0.6666666666666666
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_3-01-01-mp4-bee_id_2503-63405-1_png.rf.e1bd784397eee69d84d9c40ef429dc7c.jpg,1,841,16,4,score_threshold,1.0,1.0,4,20,0.2,1.25,1,3,0,0.25,1.0,0.4,1,3,0,0.25,1.0,0.4
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_3-01-01-mp4-bee_id_2508-63630-1_png.rf.4b068e3f21c85e02cd6c9f9a921fac36.jpg,1,841,12,1,score_threshold,1.0,1.0,4,20,0.2,1.25,1,0,0,1.0,1.0,1.0,1,0,0,1.0,1.0,1.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_3-01-01-mp4-bee_id_2563-70035-1_png.rf.dd5ad3793f60de8daa2154fccd8287ed.jpg,0,841,0,0,score_threshold,1.0,1.0,4,20,0.2,1.25,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_3-01-01-mp4-bee_id_2593-82200-1_png.rf.d4573f6872cfd40fe5c493f2fbce8e92.jpg,2,841,11,3,score_threshold,1.0,1.0,4,20,0.2,1.25,2,1,0,0.6666666666666666,1.0,0.8,2,1,0,0.6666666666666666,1.0,0.8
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_3-01-01-mp4-bee_id_2747-100710-1_png.rf.4bc557985a8ac5dd40eac2afa24a30d9.jpg,1,841,4,2,score_threshold,1.0,1.0,4,20,0.2,1.25,1,1,0,0.5,1.0,0.6666666666666666,1,1,0,0.5,1.0,0.6666666666666666
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_3-01-01-mp4-bee_id_2752-102900-1_png.rf.d23dd1a57cd1a0d206975f76110cd4a7.jpg,2,841,10,2,score_threshold,1.0,1.0,4,20,0.2,1.25,2,0,0,1.0,1.0,1.0,2,0,0,1.0,1.0,1.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_3-01-01-mp4-bee_id_2757-104010-1_png.rf.9ebfe8f650f3ade2112d00609de09e8a.jpg,3,841,12,3,score_threshold,1.0,1.0,4,20,0.2,1.25,3,0,0,1.0,1.0,1.0,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-01_3-01-01-mp4-bee_id_2762-105585-1_png.rf.456bd451be8372631a3482bbc075fb1a.jpg,2,841,14,3,score_threshold,1.0,1.0,4,20,0.2,1.25,2,1,0,0.6666666666666666,1.0,0.8,2,1,0,0.6666666666666666,1.0,0.8
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-25_16-03-38-mp4-bee_id_1272-42510-1_png.rf.acd23a683b7976b97b57d6ed29ccfc42.jpg,0,841,13,3,score_threshold,1.0,1.0,4,20,0.2,1.25,0,3,0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-25_16-03-38-mp4-bee_id_1293-43170-1_png.rf.765fcf2dea6a99b5490ac925af064c40.jpg,1,841,3,2,score_threshold,1.0,1.0,4,20,0.2,1.25,0,2,1,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-25_16-03-38-mp4-bee_id_1324-44010-1_png.rf.03b2deaa8c15e30a600cfe6b5b9a4cbd.jpg,0,841,18,3,score_threshold,1.0,1.0,4,20,0.2,1.25,0,3,0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-25_16-03-38-mp4-bee_id_1331-44235-1_png.rf.f1f8f1d82aa625b9258403f587a7465e.jpg,0,841,2,1,score_threshold,1.0,1.0,4,20,0.2,1.25,0,1,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-25_16-03-38-mp4-bee_id_1335-44310-1_png.rf.4d717a70cd4ad5c589e722594014395a.jpg,0,841,11,5,score_threshold,1.0,1.0,4,20,0.2,1.25,0,5,0,0.0,0.0,0.0,0,5,0,0.0,0.0,0.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-25_16-03-38-mp4-bee_id_1345-44535-1_png.rf.f9ec3825b76a65d6571e7f43ea3295a1.jpg,1,841,19,7,score_threshold,1.0,1.0,4,20,0.2,1.25,1,6,0,0.14285714285714285,1.0,0.25,1,6,0,0.14285714285714285,1.0,0.25
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-25_16-03-38-mp4-bee_id_1364-44895-1_png.rf.67be75da3842dfef54be30950bae4359.jpg,1,841,8,3,score_threshold,1.0,1.0,4,20,0.2,1.25,1,2,0,0.3333333333333333,1.0,0.5,1,2,0,0.3333333333333333,1.0,0.5
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-25_16-03-38-mp4-bee_id_1376-45345-1_png.rf.0f2a148db4d899b6f570e6c77302242d.jpg,1,841,11,2,score_threshold,1.0,1.0,4,20,0.2,1.25,1,1,0,0.5,1.0,0.6666666666666666,1,1,0,0.5,1.0,0.6666666666666666
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-25_16-03-38-mp4-bee_id_1378-45405-1_png.rf.f0b58a05962afd5c6a19f1b7d9f5404d.jpg,0,841,11,3,score_threshold,1.0,1.0,4,20,0.2,1.25,0,3,0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-25_16-03-38-mp4-bee_id_1403-46050-1_png.rf.f372614e0dc6554af8f1fbd48e5c8e48.jpg,1,841,14,5,score_threshold,1.0,1.0,4,20,0.2,1.25,1,4,0,0.2,1.0,0.3333333333333333,1,4,0,0.2,1.0,0.3333333333333333
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-25_16-03-38-mp4-bee_id_1604-51720-1_png.rf.254dbd8e89375bb3efde674d6ea07826.jpg,1,841,27,3,score_threshold,1.0,1.0,4,20,0.2,1.25,1,2,0,0.3333333333333333,1.0,0.5,1,2,0,0.3333333333333333,1.0,0.5
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-25_16-03-38-mp4-bee_id_1658-53235-1_png.rf.bd04543b6efe7ffc2701a18e99db90f0.jpg,0,841,0,0,score_threshold,1.0,1.0,4,20,0.2,1.25,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-25_16-03-38-mp4-bee_id_1661-53325-1_png.rf.ac89e2360c163273591ae0b99680dd05.jpg,1,841,17,3,score_threshold,1.0,1.0,4,20,0.2,1.25,1,2,0,0.3333333333333333,1.0,0.5,1,2,0,0.3333333333333333,1.0,0.5
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-25_16-03-38-mp4-bee_id_1811-57990-1_png.rf.01c831e68f1d0670b96e03e0b74e524e.jpg,0,841,11,5,score_threshold,1.0,1.0,4,20,0.2,1.25,0,5,0,0.0,0.0,0.0,0,5,0,0.0,0.0,0.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-25_16-03-38-mp4-bee_id_1822-58485-1_png.rf.9bcda1d0f82948e0650ae737e80e438f.jpg,1,841,8,3,score_threshold,1.0,1.0,4,20,0.2,1.25,1,2,0,0.3333333333333333,1.0,0.5,1,2,0,0.3333333333333333,1.0,0.5
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-25_16-03-38-mp4-bee_id_1829-59775-1_png.rf.9e2a312cab628792eedc2aae4961b912.jpg,0,841,7,2,score_threshold,1.0,1.0,4,20,0.2,1.25,0,2,0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-25_16-03-38-mp4-bee_id_1838-61545-1_png.rf.cc8b9a2b522b1fa121229914bf022b32.jpg,3,841,12,3,score_threshold,1.0,1.0,4,20,0.2,1.25,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-25_16-03-38-mp4-bee_id_1870-64335-1_png.rf.8e07540322aa7d036926413a06a4c28d.jpg,0,841,17,4,score_threshold,1.0,1.0,4,20,0.2,1.25,0,4,0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-25_16-03-38-mp4-bee_id_1913-68400-1_png.rf.216927a6fdd2fc7da914593fbdefaa0d.jpg,3,841,10,3,score_threshold,1.0,1.0,4,20,0.2,1.25,3,0,0,1.0,1.0,1.0,3,0,0,1.0,1.0,1.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-25_16-03-38-mp4-bee_id_2057-78630-1_png.rf.0327d139f21dc5e38951f8963ee09cf6.jpg,0,841,7,2,score_threshold,1.0,1.0,4,20,0.2,1.25,0,2,0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-25_16-03-38-mp4-bee_id_2097-81180-1_png.rf.22d2f1b3295a999948e9bebf09eceed5.jpg,0,841,14,5,score_threshold,1.0,1.0,4,20,0.2,1.25,0,5,0,0.0,0.0,0.0,0,5,0,0.0,0.0,0.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-25_16-03-38-mp4-bee_id_2154-84825-1_png.rf.f226d6c7bec65ea096f185927fab590a.jpg,0,841,0,0,score_threshold,1.0,1.0,4,20,0.2,1.25,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-25_16-03-38-mp4-bee_id_2158-84945-1_png.rf.a5f00ef5202e124eea025d19e180b2e4.jpg,1,841,1,1,score_threshold,1.0,1.0,4,20,0.2,1.25,1,0,0,1.0,1.0,1.0,1,0,0,1.0,1.0,1.0
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-25_16-03-38-mp4-bee_id_2165-85470-1_png.rf.1082ebafd3653b836d73a4bea6f30952.jpg,3,841,10,3,score_threshold,1.0,1.0,4,20,0.2,1.25,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2017-09-25_16-03-38-mp4-bee_id_2180-86355-1_png.rf.042140338f3331ed9f8bb3e798dfb3e6.jpg,2,841,3,2,score_threshold,1.0,1.0,4,20,0.2,1.25,1,1,1,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5
